title,length,refs,images,sections,links,infobox,quality,quality_real,quality_3class,topic
George Miller (filmmaker),45385,69,2,34,287,1,Start,C,Medium,History & Politics
"Milford, Connecticut",55121,81,12,56,260,1,C,B,Medium,Geography
Kapp Putsch,43121,82,8,42,187,1,Start,B,Medium,History & Politics
Nelson College,13198,18,1,12,108,1,Stub,Start,Low,General
Baz Luhrmann,56619,83,2,30,308,1,C,C,Medium,History & Politics
Duchy of Prussia,28634,32,4,22,236,1,Start,B,Medium,History & Politics
Philosopher's stone,30098,48,4,30,153,0,Start,C,Medium,Science & Technology
"Meridian Hills, Indiana",13929,19,0,20,71,1,Stub,Start,Low,Geography
"North Crows Nest, Indiana",7982,11,0,12,36,1,Stub,Start,Low,Geography
"Rocky Ripple, Indiana",11719,16,2,18,64,1,Stub,Start,Low,Geography
"Spring Hill, Indiana",12298,18,0,18,55,1,Stub,Start,Low,Geography
"Warren Park, Indiana",13567,21,0,18,65,1,Stub,Start,Low,Geography
Don Rickles,45632,85,2,30,321,1,Start,B,Medium,History & Politics
Phanes,8204,15,1,12,36,0,Stub,Start,Low,General
"Williams Creek, Indiana",10428,16,1,18,52,1,Stub,Start,Low,Geography
"Wynnedale, Indiana",10131,14,1,16,58,1,Stub,Start,Low,Geography
"Crows Nest, Indiana",12466,16,0,18,56,1,Stub,Start,Low,Geography
"Unity, Kennebec County, Maine",6383,4,0,6,34,1,Stub,Start,Low,Geography
Forcing (mathematics),53329,1,0,42,105,0,Stub,B,Medium,Science & Technology
Penobscot Indian Island Reservation,20676,24,2,38,111,1,Start,C,Medium,History & Politics
Compactness theorem,14705,6,0,20,62,1,Stub,Start,Low,Science & Technology
"Elbow Lake, Becker County, Minnesota",6406,5,0,10,32,1,Stub,Stub,Low,General
Zermelo–Fraenkel set theory,47428,9,1,50,220,0,Stub,C,Medium,Science & Technology
"McKinley, Kittson County, Minnesota",3024,3,0,6,15,0,Stub,Start,Low,Geography
"Nett Lake, Koochiching County, Minnesota",2847,1,0,6,14,0,Stub,Start,Low,Geography
"Nett Lake, St. Louis County, Minnesota",2814,2,0,8,9,0,Stub,Stub,Low,Geography
"Oak Grove, Jackson County, Missouri",18839,27,0,26,73,1,Start,C,Medium,General
"Deposit (village), New York",11074,8,2,10,63,1,Stub,Start,Low,History & Politics
"Cattaraugus Reservation, Cattaraugus County, New York",4259,3,0,10,26,0,Stub,Start,Low,Geography
"Cattaraugus Reservation, Chautauqua County, New York",3599,3,0,8,17,0,Stub,Start,Low,Geography
"Cattaraugus Reservation, Erie County, New York",6879,7,0,12,41,1,Stub,Start,Low,Geography
"Reno, Parker County, Texas",6147,10,0,10,33,1,Stub,Start,Low,General
"Belle Haven, Accomack County, Virginia",7306,11,0,12,33,1,Stub,Start,Low,Geography
"Howard, Wisconsin",18589,20,2,36,81,1,Start,Start,Low,Geography
"Oneida, Wisconsin",7972,8,1,12,47,1,Stub,Start,Low,Geography
"Pulaski, Wisconsin",12851,17,2,22,60,1,Stub,Start,Low,General
"Menasha, Wisconsin",35178,47,9,30,121,1,Start,Start,Low,General
"Watertown (town), Wisconsin",5946,7,0,6,34,1,Stub,Start,Low,Geography
"Waupun, Wisconsin",27580,43,1,40,116,1,Start,Start,Low,Geography
"Whitewater, Wisconsin",30455,46,5,32,152,1,Start,Start,Low,General
"Rockland, La Crosse County, Wisconsin",10451,14,0,18,46,1,Stub,Start,Low,General
"Birnamwood, Wisconsin",11144,17,0,18,48,1,Stub,Start,Low,General
"Spring Valley, Wisconsin",10618,10,0,16,49,1,Stub,Start,Low,General
"Milladore, Wisconsin",10365,15,0,18,45,1,Stub,Start,Low,General
"Marion, Wisconsin",7788,14,0,14,27,1,Stub,Start,Low,General
"Mukwonago, Wisconsin",14264,14,7,20,97,1,Stub,Start,Low,General
United Kingdom of Great Britain and Ireland,128912,101,18,106,641,1,B,B,Medium,History & Politics
Rooibos,33113,55,7,24,124,0,Start,Start,Low,Science & Technology
Michael Spinks,37692,31,1,44,233,1,Start,C,Medium,History & Politics
Will-o'-the-wisp,57924,92,7,50,199,0,C,C,Medium,General
Richard Brautigan,30080,48,0,18,112,1,Start,Start,Low,History & Politics
Mount Vernon,88835,119,17,48,319,1,C,B,Medium,Science & Technology
Jane Addams,118798,187,23,66,376,1,B,B,Medium,Science & Technology
"Saint-Savin, Vienne",2767,2,0,10,17,1,Stub,Start,Low,Culture & Arts
Reclaim the Streets,23670,37,1,14,164,1,Start,Start,Low,Science & Technology
Lincoln County War,27892,16,5,28,126,1,Start,Start,Low,History & Politics
Persimmon,42328,126,12,76,165,0,Start,C,Medium,Science & Technology
La Toya Jackson,60493,107,2,32,393,1,C,B,Medium,History & Politics
Virginia Dare,30162,37,5,28,167,1,Start,B,Medium,History & Politics
Avon River (Ontario),6336,4,1,10,32,1,Stub,Start,Low,Geography
Avon River (Nova Scotia),12043,15,0,14,42,1,Stub,Start,Low,Geography
Avon River (Western Australia),8255,7,0,14,47,1,Stub,Start,Low,Geography
Rastrick,12562,16,1,26,67,1,Stub,Start,Low,History & Politics
Riddlesden,10339,26,1,16,33,1,Stub,Start,Low,Geography
Babylonian cuneiform numerals,8119,7,2,14,66,0,Stub,Start,Low,Science & Technology
Ripponden,11456,21,1,10,42,1,Stub,Start,Low,Geography
"Rothwell, West Yorkshire",24965,43,6,46,152,1,Start,Start,Low,Geography
Rocky III,36456,48,0,44,249,1,Start,C,Medium,Geography
Saltaire,23978,48,3,24,136,1,Start,C,Medium,Geography
"Copley, West Yorkshire",5297,10,0,12,24,1,Stub,Start,Low,General
Provinces of Belgium,21911,12,6,18,191,1,Start,C,Medium,History & Politics
Mae Whitman,49297,102,1,28,335,1,Start,B,Medium,History & Politics
Anderlecht,48953,53,11,64,281,1,Start,C,Medium,Geography
Etterbeek,17320,12,3,30,152,1,Start,C,Medium,Geography
Evere,5151,3,0,12,44,1,Stub,Start,Low,Geography
Ganshoren,3567,5,0,6,27,1,Stub,Stub,Low,Geography
Jette,8839,9,0,18,78,1,Stub,C,Medium,Geography
Koekelberg,9086,12,0,16,45,1,Stub,Start,Low,Geography
Berchem-Sainte-Agathe,6103,6,0,10,45,1,Stub,Start,Low,Geography
Molenbeek-Saint-Jean,84662,102,19,126,381,1,C,C,Medium,Geography
Saint-Josse-ten-Noode,10033,13,1,14,51,1,Stub,C,Medium,Geography
Cleckheaton,29662,51,7,42,164,1,Start,Start,Low,History & Politics
Woluwe-Saint-Pierre,9086,3,0,26,85,1,Stub,C,Medium,Geography
Keighley,60191,88,12,64,473,1,C,B,Medium,Geography
Kirkburton,18383,9,5,73,98,1,Stub,C,Medium,Geography
Kirklees,74517,136,2,60,490,1,C,C,Medium,History & Politics
Kirkstall,19629,26,10,22,173,1,Start,Start,Low,General
"Ledsham, West Yorkshire",8783,19,0,18,36,1,Stub,Stub,Low,Geography
Jean-Andoche Junot,23993,71,7,18,164,1,Start,C,Medium,Science & Technology
Ledston,8987,21,1,12,36,1,Stub,Start,Low,Geography
Birdwatchers' Field Club of Bengaluru,5357,4,2,22,30,0,Stub,Start,Low,Science & Technology
Christian views on magic,30311,54,1,28,155,0,Start,C,Medium,General
Linthwaite,9519,20,0,16,40,1,Stub,Start,Low,Geography
"Marsden, West Yorkshire",19292,41,4,34,122,1,Start,Start,Low,Geography
Meltham,19110,30,1,36,123,1,Start,C,Medium,Geography
"Morley, West Yorkshire",19905,21,5,28,166,1,Start,Start,Low,Geography
West Flanders,12420,7,1,28,183,1,Stub,Start,Low,Geography
"Oulton, West Yorkshire",5189,5,0,14,37,1,Stub,Stub,Low,Geography
John Law (economist),31578,45,4,24,145,1,Start,C,Medium,Science & Technology
Dennis Brain,23193,52,5,20,140,0,Start,C,Medium,History & Politics
Riders of the Purple Wage,14620,4,1,18,86,1,Stub,C,Medium,History & Politics
Ciclosporin,59622,125,1,36,193,1,C,C,Medium,Science & Technology
Scarcroft,6038,10,1,6,28,1,Stub,Start,Low,Geography
"Shelley, West Yorkshire",7479,15,0,18,40,1,Stub,Start,Low,General
Bulbul,19044,18,2,22,140,0,Start,C,Medium,General
Shibden,5976,7,0,14,30,1,Stub,Stub,Low,General
"Shipley, West Yorkshire",50286,44,9,66,317,1,C,B,Medium,History & Politics
Slaithwaite,21295,47,4,30,78,1,Start,Start,Low,Geography
Sowerby Bridge,15098,26,1,32,80,1,Start,Start,Low,History & Politics
Stanbury,8289,16,0,14,32,1,Stub,Start,Low,Geography
East Flanders,15926,7,8,20,163,1,Stub,C,Medium,Geography
Temple Newsam,49150,155,10,28,209,1,Start,B,Medium,Geography
Todmorden,58858,82,8,64,291,1,C,B,Medium,History & Politics
Aripiprazole,121016,343,5,62,369,1,B,B,Medium,Science & Technology
"George Bingham, 3rd Earl of Lucan",16939,34,3,18,130,1,Start,B,Medium,History & Politics
Ethmoid bone,7894,11,0,22,48,1,Stub,C,Medium,General
Nure,2603,1,0,2,33,1,Stub,Stub,Low,Geography
Ecclesia Gnostica,19749,51,2,32,99,1,Start,Start,Low,Geography
Gnostic Society,2611,12,0,4,5,0,Stub,Stub,Low,General
Johnson (surname),1284,1,0,2,14,1,Stub,Start,Low,General
Wernicke–Korsakoff syndrome,41831,72,0,42,137,1,Start,C,Medium,General
Noah Wyle,104081,272,5,42,346,1,B,Start,Low,History & Politics
Evan Hunter,30742,20,2,40,154,1,Start,Start,Low,History & Politics
Eugenio Montale,19352,45,0,20,103,1,Start,Start,Low,History & Politics
Julia (women of the Julii Caesares),6733,1,0,34,66,0,Stub,Start,Low,History & Politics
Episiotomy,17219,24,2,18,51,1,Start,C,Medium,General
American wire gauge,24903,19,0,24,72,0,Start,C,Medium,Geography
Mehdi Ghezali,36274,99,0,22,140,1,Start,C,Medium,Geography
Storsien,1898,3,1,2,8,0,Stub,Stub,Low,History & Politics
Löbau-Zittau,2576,0,1,12,46,1,Stub,Start,Low,Geography
87th Precinct,12929,6,0,18,108,1,Stub,Start,Low,Culture & Arts
Distributed Language Translation,2737,0,0,6,17,0,Stub,Stub,Low,Science & Technology
Common year,3685,5,0,4,18,0,Stub,Start,Low,General
Renaissance art,40295,21,13,52,412,0,Start,C,Medium,Culture & Arts
René Cassin,14812,8,2,20,113,0,Stub,C,Medium,Science & Technology
Pregnancy test,32409,55,8,28,101,0,Start,C,Medium,General
Albert Luthuli,78504,12,13,60,468,1,GA,GA,High,History & Politics
Robert Campin,17067,25,5,14,88,0,Start,Start,Low,History & Politics
Valsalva maneuver,24021,39,2,48,81,1,Start,C,Medium,Science & Technology
Andrew Eldritch,12973,13,0,16,88,1,Stub,Start,Low,Biography
Obesity hypoventilation syndrome,24833,53,0,24,125,1,GA,GA,High,General
Von Willebrand disease,49405,71,3,72,166,1,Start,B,Medium,General
Korotkoff sounds,9782,12,1,12,35,0,Stub,Start,Low,General
Mammary gland,50932,97,2,52,203,1,C,B,Medium,Science & Technology
Data rate,1084,0,0,4,11,0,Stub,Stub,Low,Culture & Arts
Prince of Darkness (film),20199,16,1,24,130,1,Start,C,Medium,Science & Technology
Hirschsprung's disease,37474,98,2,32,136,1,Start,C,Medium,Science & Technology
Order of the Bath,83359,158,19,56,599,1,C,B,Medium,History & Politics
Tinsley Viaduct,11266,16,2,12,75,1,Stub,C,Medium,Geography
Taxan,6875,6,0,10,53,1,Stub,Start,Low,General
Afghan Constitution Commission,5091,0,0,10,50,0,Stub,Stub,Low,History & Politics
Asparuh of Bulgaria,8663,8,3,14,67,1,Stub,Start,Low,History & Politics
Reverse domain hijacking,9622,28,0,8,23,0,Stub,Start,Low,General
Girlfriend in a Coma (novel),11037,12,0,14,47,1,Stub,Start,Low,Culture & Arts
Nicolas Oudinot,10675,1,4,18,136,1,Stub,C,Medium,Science & Technology
Sandton,20404,21,4,34,128,1,Start,C,Medium,Geography
Hovertank One,5967,8,1,12,62,1,Stub,Start,Low,Science & Technology
Catacomb 3-D,17423,37,2,18,116,1,Start,C,Medium,Science & Technology
Peter Struck (politician),14963,21,0,20,110,1,Stub,C,Medium,History & Politics
Acclaim Entertainment,39642,71,0,22,160,1,Start,B,Medium,History & Politics
Sphenoid bone,15712,17,3,56,122,1,Start,C,Medium,General
MapQuest,14528,27,2,10,73,1,Stub,C,Medium,Geography
Opodeldoc,5266,8,0,6,33,1,Stub,Stub,Low,General
Bounded function,7548,9,1,8,38,0,Stub,Start,Low,General
Viby J,7854,6,1,14,55,1,Stub,Start,Low,Geography
Mauritius lowland forest day gecko,6827,6,0,24,34,0,Stub,Start,Low,Science & Technology
Ecash,8565,17,0,12,30,0,Stub,C,Medium,General
State senator,2779,4,0,8,19,0,Stub,Stub,Low,Geography
LJN,28711,51,0,16,179,1,Start,Start,Low,Geography
Jean Salmon Macrin,3221,2,0,4,32,0,Stub,Start,Low,History & Politics
Mauritius upland forest day gecko,3733,1,0,16,14,0,Stub,Start,Low,General
Ultra Games,9938,7,1,44,119,1,Stub,Start,Low,Geography
Cowlitz people,23364,32,1,18,109,1,Start,C,Medium,Biography
Bram Dijkstra,8591,21,0,14,20,1,Stub,C,Medium,Biography
Kenneth Appel,10593,15,0,14,82,1,Stub,Start,Low,Science & Technology
Cowlitz River,19439,18,1,22,118,1,Start,Start,Low,Geography
Wolfgang Haken,6926,6,1,10,52,0,Stub,Start,Low,Geography
White River (Arkansas–Missouri),15269,21,1,36,144,1,Start,Start,Low,History & Politics
Newtons (cookie),8483,20,0,14,29,1,Stub,C,Medium,General
Paubrasilia,16953,32,3,16,77,0,Start,Start,Low,Science & Technology
Pink and White Terraces,34944,59,2,16,84,1,Start,Start,Low,History & Politics
Chinookan peoples,27714,32,6,44,139,1,Start,C,Medium,Geography
Lockout chip,1774,2,0,4,13,0,Stub,Stub,Low,History & Politics
Covenant (band),26110,39,2,30,110,1,Start,Start,Low,Biography
Speckled day gecko,2969,1,0,16,12,0,Stub,Stub,Low,General
Happy Rhodes,26259,13,2,32,148,1,Start,B,Medium,History & Politics
USS Ramage,16050,13,4,18,84,1,Start,Start,Low,Geography
Stillaguamish people,27452,73,3,34,79,1,Start,Start,Low,General
Allicin,11247,22,0,12,52,0,Stub,Start,Low,General
Kiryat Yam,7822,10,3,18,41,1,Stub,Start,Low,Geography
Ramón Serrano Suñer,24637,22,2,14,129,1,Start,Start,Low,History & Politics
Battle of Latakia,6584,4,1,6,41,1,Stub,Start,Low,History & Politics
Žilina,32276,33,9,38,207,1,Start,C,Medium,Geography
Georgia O'Keeffe,111452,234,10,52,311,1,B,B,Medium,Science & Technology
Shoalwater Bay Indian Tribe,13316,23,1,20,47,1,Stub,C,Medium,History & Politics
Scandinavian Monetary Union,10268,10,0,16,81,1,Stub,Start,Low,History & Politics
Video game programmer,28944,21,2,56,187,0,Start,C,Medium,General
Squaxin Island Tribe,20574,46,5,20,82,1,Start,Start,Low,History & Politics
Sea shanty,121500,219,10,136,381,1,B,B,Medium,History & Politics
United Kingdom in the Eurovision Song Contest 1978,13163,12,0,10,51,1,Stub,Stub,Low,Culture & Arts
Puyallup Tribe of Indians,23421,31,2,26,58,1,Start,Start,Low,General
Stevenage,117213,248,16,70,598,1,B,C,Medium,Geography
Petrus Ramus,24218,39,2,28,130,1,Start,C,Medium,History & Politics
Franco Burgersdijk,10712,12,2,18,41,1,Stub,Start,Low,History & Politics
Sensationalism,30820,53,2,40,94,0,Start,C,Medium,General
Rainhill,20767,32,4,28,108,1,Start,C,Medium,Geography
Lakmé,15653,14,2,40,122,1,Start,Start,Low,Culture & Arts
Liverpool Lime Street railway station,63883,108,14,76,211,1,C,B,Medium,Culture & Arts
Chanthaburi province,23905,23,14,32,151,1,Start,Start,Low,Geography
Earlestown,10335,15,0,18,51,1,Stub,Start,Low,Geography
David Blondel,4375,10,0,10,33,0,Stub,Start,Low,History & Politics
Makah,24068,23,4,34,118,1,Start,B,Medium,Geography
Coil (band),71657,124,0,40,317,1,C,C,Medium,Biography
Ellesmere Port,36572,42,17,46,272,1,Start,C,Medium,Geography
Gerardus Vossius,7481,3,1,12,74,0,Stub,Start,Low,History & Politics
Nisqually people,11827,13,2,20,62,1,Stub,Start,Low,Biography
Johann Jakob Herzog,3546,7,1,6,35,0,Stub,Stub,Low,History & Politics
Machinist,14420,7,4,18,114,1,Stub,C,Medium,General
Washoe (chimpanzee),23336,48,1,28,76,1,Start,Start,Low,Science & Technology
ChessBase,16154,29,1,22,103,1,Start,C,Medium,Science & Technology
Jaeger Corps (Denmark),14903,30,2,18,92,1,Stub,Start,Low,History & Politics
Daniel Heinsius,9327,6,0,16,74,0,Stub,C,Medium,History & Politics
"Philips of Marnix, Lord of Saint-Aldegonde",9197,2,1,10,88,1,Stub,Start,Low,History & Politics
Paul Lacroix,5705,2,1,12,27,1,Stub,Start,Low,History & Politics
Martin Opitz,7336,8,3,6,65,0,Stub,Start,Low,History & Politics
Roger Morrice,6567,1,0,4,34,0,Stub,Stub,Low,History & Politics
Operation Blue Star,153136,252,9,144,322,1,B,C,Medium,History & Politics
Burnley,123929,195,16,88,751,1,B,B,Medium,Geography
Dick Norris,3162,1,0,12,24,0,Stub,Start,Low,History & Politics
Love's Labour's Won,9757,13,2,16,44,0,Stub,C,Medium,General
Adam Beck,11062,3,2,8,94,1,Stub,Start,Low,History & Politics
Smokejumper,32587,45,3,46,144,0,Start,B,Medium,Geography
Shin Bet,36903,55,2,24,164,1,Start,C,Medium,General
Echizen Province,14251,6,7,18,146,1,Stub,Start,Low,History & Politics
Lawrence University,43657,104,3,28,237,1,Start,C,Medium,Culture & Arts
Batman: Mask of the Phantasm,48830,68,0,30,284,1,GA,GA,High,Science & Technology
Saint Neot (monk),43076,95,7,52,88,1,Start,Start,Low,History & Politics
Ann Fagan Ginger,12855,21,0,10,64,1,Stub,Start,Low,History & Politics
Coyoacán,101952,220,22,66,294,1,B,B,Medium,Geography
Montréal–Mirabel International Airport,57077,83,6,46,252,1,C,B,Medium,Culture & Arts
Paul Krassner,31618,48,0,34,171,1,Start,Start,Low,History & Politics
New York City Transit Authority,46279,83,7,28,123,1,Start,C,Medium,History & Politics
There Is Nothing Left to Lose,28592,40,0,30,116,1,Start,C,Medium,History & Politics
Touch (Eurythmics album),18313,35,0,34,101,1,Start,C,Medium,History & Politics
Peet Coombes,4835,7,0,8,38,1,Stub,Stub,Low,History & Politics
Newark Light Rail,45962,61,11,38,204,1,Start,B,Medium,History & Politics
Nanaimo,57979,71,5,58,277,1,C,C,Medium,Geography
Freedom from Religion Foundation,79020,153,3,78,267,1,C,B,Medium,Science & Technology
Cracked Rear View,36612,83,0,28,170,1,Start,B,Medium,Science & Technology
Tennessee State University,53759,132,1,40,216,1,C,Start,Low,History & Politics
Chad Channing,11541,9,0,24,76,1,Stub,Start,Low,History & Politics
Rocco Baldelli,50884,83,1,52,239,1,C,B,Medium,History & Politics
RAR (file format),16559,36,0,20,72,1,Start,C,Medium,General
Gothic Revival architecture,121135,91,22,70,575,0,C,B,Medium,Culture & Arts
Substance Abuse and Mental Health Services Administration,19235,26,2,26,131,1,Start,C,Medium,Geography
The Catch (baseball),16395,28,4,14,92,0,Start,C,Medium,Geography
Peter Christopherson,26395,34,1,36,178,1,Start,Start,Low,History & Politics
R. D. Laing,39489,55,0,28,171,1,Start,C,Medium,History & Politics
David Cooper (psychiatrist),9255,17,0,14,45,1,Stub,Start,Low,Geography
Gija people,9975,0,1,20,55,0,Stub,Start,Low,Biography
Eparchy,12964,4,4,14,84,0,Stub,B,Medium,General
Punisher,82380,69,3,52,444,1,C,B,Medium,History & Politics
Autorotation (fixed-wing aircraft),5565,12,2,10,22,0,Stub,Start,Low,General
Sonic CD,60994,157,3,26,262,1,GA,GA,High,General
Marion Woodman,12336,26,0,12,41,1,Stub,Start,Low,History & Politics
Clarissa Pinkola Estés,17300,29,0,14,44,1,Start,Start,Low,History & Politics
Hobby shop,3541,4,3,16,23,0,Stub,Stub,Low,General
Prudhoe,24331,27,2,50,128,1,Start,Start,Low,Geography
Cornea,30253,44,5,38,113,1,Start,B,Medium,General
Trigeminal neuralgia,44479,99,3,32,134,1,Start,C,Medium,Science & Technology
William E. Boeing,20534,42,5,22,136,1,Start,Start,Low,Science & Technology
John Bancroft (sexologist),1642,1,0,2,20,0,Stub,Stub,Low,Biography
Paul Gebhard,4695,10,0,10,37,1,Stub,Start,Low,Biography
People's Instinctive Travels and the Paths of Rhythm,37955,82,1,32,206,1,GA,GA,High,Culture & Arts
Harley Quinn,148426,363,8,178,693,1,B,C,Medium,Geography
Raúl De Molina,23459,50,0,26,108,1,Start,Start,Low,Geography
Penguin (character),29874,39,0,36,191,1,Start,C,Medium,History & Politics
Pome,4927,8,2,12,49,0,Stub,Start,Low,General
Crown Prince Dan,1805,1,0,2,22,1,Stub,Stub,Low,History & Politics
16-inch/50-caliber Mark 7 gun,17990,12,5,20,78,1,Start,Start,Low,History & Politics
Stargate Project (U.S. Army unit),45843,77,2,46,137,0,Start,C,Medium,Science & Technology
Cucurbita pepo,28360,97,9,26,101,0,Start,C,Medium,Science & Technology
Dark Magic (film),2192,0,0,10,22,1,Stub,Stub,Low,Culture & Arts
Binge eating,21515,41,0,26,44,1,Start,C,Medium,General
Hasim Rahman,48704,53,3,32,255,1,Start,B,Medium,History & Politics
Ross Kemp,33490,52,0,36,182,1,Start,Start,Low,History & Politics
San Diu people,2750,2,0,6,31,1,Stub,Stub,Low,General
Mid-Autumn Festival,68314,147,3,102,198,1,C,C,Medium,Culture & Arts
The Good Son (film),29040,57,0,26,170,1,Start,Start,Low,History & Politics
Kane (wrestler),237289,398,18,92,1043,1,B,C,Medium,History & Politics
Rubbernecking,7667,22,3,12,22,0,Stub,Start,Low,Geography
Old money,45691,39,3,20,467,0,Start,C,Medium,History & Politics
Réunion Island ornate day gecko,4142,5,1,16,18,0,Stub,Start,Low,Science & Technology
Eurasian spoonbill,22414,54,5,22,71,0,Start,Start,Low,Science & Technology
Sumya Anani,11788,12,0,8,35,1,Stub,Start,Low,History & Politics
Kairos,27437,48,3,20,85,0,Start,B,Medium,General
Sakai River (Kanagawa–Tokyo),4528,2,2,12,44,1,Stub,Start,Low,Geography
Divine illumination,7219,13,2,8,42,0,Stub,Start,Low,Culture & Arts
Thames Tunnel,33659,37,11,28,114,1,Start,B,Medium,Science & Technology
Pornography in Japan,43962,49,3,74,237,0,Start,C,Medium,History & Politics
Yellow-headed day gecko,6356,11,0,20,33,0,Stub,Start,Low,General
United States Satellite Broadcasting,5605,5,0,6,57,1,Stub,Start,Low,Science & Technology
James F. Byrnes,56469,60,5,28,335,1,C,B,Medium,History & Politics
Fourier optics,74966,3,3,82,191,0,Stub,Start,Low,General
Virtual PC,93047,143,5,93,281,1,C,B,Medium,Science & Technology
Eiji Toyoda,12961,34,0,16,76,1,Stub,C,Medium,Biography
VMware,103906,184,2,66,305,1,B,C,Medium,Science & Technology
Packet Switch Stream,20700,24,0,34,67,0,Start,Start,Low,Science & Technology
Cowrie,17346,22,5,24,105,0,Start,C,Medium,General
Occipital bone,14426,5,3,34,131,1,Stub,C,Medium,General
Kṣitigarbha,52450,65,16,70,233,1,C,C,Medium,Biography
Birmingham Six,29971,44,1,26,159,0,Start,C,Medium,History & Politics
Saab 9000,45796,53,3,36,118,1,Start,Start,Low,General
Amorphis,29139,61,4,46,134,1,Start,Start,Low,Biography
Palatine bone,7979,10,1,14,59,1,Stub,C,Medium,General
Gippsland,20050,26,3,28,195,1,Start,Start,Low,Geography
Xhafer Ypi,4915,3,0,6,47,1,Stub,B,Medium,History & Politics
Phillip Island,40697,68,6,38,175,1,Start,C,Medium,Geography
Frontal bone,6480,5,0,16,49,1,Stub,Start,Low,Culture & Arts
Flag of South Korea,33976,49,8,26,131,1,Start,Start,Low,General
Warragul,32509,53,0,36,186,1,Start,C,Medium,Geography
IBM OpenDX,8703,0,6,12,44,1,Stub,Start,Low,Science & Technology
Family Research Council,83286,160,3,40,222,1,C,B,Medium,Science & Technology
Spike strip,5115,5,2,4,28,0,Stub,Start,Low,Science & Technology
Parietal bone,10596,4,1,24,63,1,Stub,C,Medium,General
Ulrika Eleonora of Denmark,29078,40,7,16,117,1,Start,C,Medium,Biography
Common good,51347,99,1,44,170,0,C,Start,Low,History & Politics
Marcus Aemilius Scaurus (consul 115 BC),30294,17,0,22,111,1,Start,C,Medium,History & Politics
Kathy Watt,10934,11,8,8,99,1,Stub,Start,Low,History & Politics
West Ealing railway station,21746,39,2,14,78,1,Start,C,Medium,Culture & Arts
Bazilio Olara-Okello,4350,0,0,4,60,1,Stub,Start,Low,History & Politics
Hypocaust,10983,17,4,12,51,0,Stub,Start,Low,History & Politics
Lossless Transform Audio Compression,1578,5,0,4,15,0,Stub,Stub,Low,General
Spasim,15164,42,2,12,67,1,GA,GA,High,Science & Technology
Stanford Behavior Design Lab,11786,20,0,10,19,0,Stub,Stub,Low,General
Princess Albertina piercing,2838,3,0,6,16,1,Stub,Start,Low,General
Quinoline,15171,20,2,12,100,0,Start,Start,Low,History & Politics
BatMUD,12026,25,2,12,39,1,Stub,C,Medium,General
The Rank Organisation,34844,72,0,32,207,1,Start,C,Medium,History & Politics
Butlin's,45774,40,16,70,199,1,Start,C,Medium,General
Lossless predictive audio compression,1543,1,0,6,13,0,Stub,Stub,Low,General
Beanie Babies,26550,53,1,24,104,1,Start,B,Medium,Science & Technology
Jæren Line,49017,133,8,18,263,1,Start,B,Medium,General
Gongman,9137,4,0,6,57,1,Stub,Start,Low,Culture & Arts
Terry Wallace,29500,51,0,24,120,1,Start,Start,Low,Biography
"St Neot, Cornwall",12257,23,3,16,42,1,Stub,Start,Low,General
Spontaneous process,6189,2,0,10,27,0,Stub,Start,Low,General
2004 Canadian federal election,187473,40,5,38,578,1,C,C,Medium,History & Politics
Hands Across America,66000,179,1,50,521,0,C,C,Medium,History & Politics
Pendulum Music,3964,11,1,6,26,0,Stub,Stub,Low,Culture & Arts
Geoff Watt,2142,2,0,4,16,1,Stub,Stub,Low,History & Politics
John Stainer,33083,45,9,34,158,0,GA,GA,High,History & Politics
Minamata disease,62602,65,6,52,208,1,C,B,Medium,Science & Technology
9M133 Kornet,72771,147,8,28,176,1,C,Start,Low,Science & Technology
James Gleick,19226,28,1,18,136,1,Start,Start,Low,Science & Technology
The Wanderings of Oisin,9489,6,1,18,44,1,Stub,Start,Low,Culture & Arts
Saysutshun (Newcastle Island Marine) Park,31877,8,3,34,109,1,Stub,C,Medium,Geography
Chris Cross,13984,28,1,14,72,1,Stub,Start,Low,Biography
Trigram,3424,4,0,6,15,0,Stub,Start,Low,General
Indigenous Australian art,59545,94,10,48,248,0,C,B,Medium,Culture & Arts
House Party (1990 film),23358,21,0,22,153,1,Start,Start,Low,History & Politics
Chiral anomaly,23268,15,1,22,138,0,Start,B,Medium,Science & Technology
Chris Stockwell,16331,18,0,28,90,1,Start,Start,Low,History & Politics
"Walkerton, Ontario",8541,12,1,18,45,1,Stub,Start,Low,Geography
Visage (band),19515,21,0,16,122,1,Start,Start,Low,Biography
UP (complexity),2871,2,0,6,18,0,Stub,Start,Low,General
Ruth Rendell,31705,58,0,42,245,1,Start,C,Medium,History & Politics
"Peter, King of Hungary",19287,9,3,22,116,1,GA,GA,High,History & Politics
Bryophyte,38514,81,6,36,123,0,Start,B,Medium,General
Partition function (number theory),30152,27,2,32,83,0,Start,B,Medium,Culture & Arts
Alex Trebek,139495,285,7,44,463,1,B,B,Medium,History & Politics
Partition function (statistical mechanics),31058,2,1,40,147,0,Stub,Start,Low,Science & Technology
Partition function (quantum field theory),10453,8,0,14,35,0,Stub,Start,Low,Science & Technology
Moral support,10733,12,0,14,19,0,Stub,Stub,Low,General
Chinampa,25954,60,5,16,104,0,Start,C,Medium,Geography
Water pollution,62345,106,15,94,420,0,C,B,Medium,Science & Technology
